"State","County","Year","Population","Total Damage","Population Change","Population Change Ratio","Expected Damage","Magic Number"
"Georgia","Walker",2011,68801,3409,3818,1.05875382792423,3609.29179939369,1.05875382792423
"Georgia","Walker",2013,68594,10958,-207,0.996991322800541,10925.0309152483,0.996991322800541
"Georgia","Walker",2014,68659,3232,65,1.00094760474677,3235.06265854156,1.00094760474677
"Georgia","Walker",2017,68999,3138,340,1.00495200920491,3153.53940488501,1.00495200920491
"Georgia","Walton",2009,87311,10756,NA,NA,NA,NA
"Georgia","Ware",1998,35414,218896,NA,NA,NA,NA
"Georgia","Warren",2013,5518,14245,NA,NA,NA,NA
"Georgia","Washington",1998,20055,31271,NA,NA,NA,NA
"Georgia","Washington",2009,20879,1792,824,1.04108701072052,1865.62792321117,1.04108701072052
"Georgia","Washington",2013,20573,2191,-306,0.985344125676517,2158.88897935725,0.985344125676517
"Georgia","Wayne",2013,29990,109586,NA,NA,NA,NA
"Georgia","Webster",1998,2200,15635,NA,NA,NA,NA
"Georgia","Webster",2006,2232,638,32,1.01454545454545,647.28,1.01454545454545
"Georgia","Webster",2009,2192,3585,-40,0.982078853046595,3520.75268817204,0.982078853046595
"Georgia","Wheeler",1997,4983,23751,NA,NA,NA,NA
"Georgia","Wheeler",1998,4900,46906,-83,0.983343367449328,46124.7039935782,0.983343367449328
"Georgia","Wheeler",2009,7010,9561,2110,1.43061224489796,13678.0836734694,1.43061224489796
"Georgia","White",1996,16087,32350,NA,NA,NA,NA
"Georgia","White",1998,17485,39088,1398,1.08690246783117,42484.8436625847,1.08690246783117
"Georgia","White",2004,23287,409978,5802,1.33182728052617,546019.884815556,1.33182728052617
"Georgia","White",2005,23769,2638,482,1.02069824365526,2692.60196676257,1.02069824365526
"Georgia","White",2008,25122,24406,1353,1.05692288274643,25795.2598763095,1.05692288274643
"Georgia","White",2010,27203,470237,2081,1.08283576148396,509189.439972932,1.08283576148396
"Georgia","White",2012,27626,33387,423,1.01554975554167,33906.1596882697,1.01554975554167
"Georgia","White",2013,27830,31778,204,1.0073843480779,32012.6598132194,1.0073843480779
"Georgia","White",2018,29988,10235,2158,1.07754222062522,11028.6446280992,1.07754222062522
"Georgia","Whitfield",1997,81171,7917,NA,NA,NA,NA
"Georgia","Whitfield",1998,82042,6254,871,1.01073043328282,6321.10812975077,1.01073043328282
"Georgia","Whitfield",2003,86972,1842685,4930,1.06009117281392,1953414.10277663,1.06009117281392
"Georgia","Whitfield",2004,88518,35531,1546,1.01777583590121,36162.5932254059,1.01777583590121
"Georgia","Whitfield",2008,93748,1190,5230,1.05908402810728,1260.30999344766,1.05908402810728
"Georgia","Whitfield",2009,93698,1237146,-50,0.999466655288646,1236486.17472373,0.999466655288646
"Georgia","Whitfield",2013,102728,10957,9030,1.09637345514312,12012.9639480032,1.09637345514312
"Georgia","Whitfield",2014,103083,269403,355,1.00345572774706,270333.983422241,1.00345572774706
"Georgia","Whitfield",2015,103669,5396,586,1.00568473948178,5426.67485424367,1.00568473948178
"Georgia","Wilcox",1997,7323,23751,NA,NA,NA,NA
"Georgia","Wilcox",1998,7361,46906,38,1.00518913013792,47149.4013382494,1.00518913013792
"Georgia","Wilcox",2005,8599,197915,1238,1.16818367069692,231201.07118598,1.16818367069692
"Georgia","Wilkes",2001,10593,23233,NA,NA,NA,NA
"Georgia","Wilkes",2004,10435,34164,-158,0.985084489757387,33654.4265080714,0.985084489757387
"Georgia","Wilkes",2005,10332,659,-103,0.990129372304744,652.495256348826,0.990129372304744
"Georgia","Wilkes",2009,10268,9561,-64,0.993805652342238,9501.77584204414,0.993805652342238
"Georgia","Wilkinson",1998,10863,39088,NA,NA,NA,NA
"Georgia","Wilkinson",2008,10013,1190,-850,0.921752738654147,1096.88575899843,0.921752738654147
"Georgia","Wilkinson",2009,10076,597,63,1.00629182063318,600.756216918007,1.00629182063318
"Georgia","Worth",1998,22446,234533,NA,NA,NA,NA
"Georgia","Worth",1999,22483,153361,37,1.0016484006059,153613.800365321,1.0016484006059
"Georgia","Worth",2005,21432,2309017,-1051,0.953253569363519,2201078.69697104,0.953253569363519
"Georgia","Worth",2013,21052,1643800,-380,0.982269503546099,1614654.60992908,0.982269503546099
"Georgia","Worth",2016,20703,21354,-349,0.98342200266008,20999.9934448033,0.98342200266008
"Georgia","Worth",2017,20528,20926,-175,0.991547118775057,20749.1150074868,0.991547118775057
"Kentucky","Adair",2009,18029,11953,NA,NA,NA,NA
"Kentucky","Adair",2010,18757,117559,728,1.04037938876255,122305.960563537,1.04037938876255
"Kentucky","Allen",2008,19047,89292,NA,NA,NA,NA
"Kentucky","Allen",2010,20037,35266,990,1.0519766892424,37099.0099228225,1.0519766892424
"Kentucky","Allen",2012,20232,33387,195,1.00973199580776,33711.9221440335,1.00973199580776
"Kentucky","Allen",2015,20660,5397,428,1.02115460656386,5511.17141162515,1.02115460656386
"Kentucky","Anderson",1997,18059,570044,NA,NA,NA,NA
"Kentucky","Anderson",2008,21468,119056,3409,1.18877014231131,141530.218063016,1.18877014231131
"Kentucky","Anderson",2010,21470,117559,2,1.00009316191541,117569.952021614,1.00009316191541
"Kentucky","Anderson",2013,21747,32876,277,1.01290172333489,33300.1570563577,1.01290172333489
"Kentucky","Anderson",2015,21920,53973,173,1.00795512024647,54402.3617050628,1.00795512024647
"Kentucky","Ballard",1996,8263,88962,NA,NA,NA,NA
"Kentucky","Ballard",1997,8396,39602226,133,1.01609584896527,40239657.4483844,1.01609584896527
"Kentucky","Ballard",1998,8489,7817,93,1.011076703192,7903.58658885183,1.011076703192
"Kentucky","Ballard",1999,8516,33739,27,1.00318058664154,33846.3098126988,1.00318058664154
"Kentucky","Ballard",2000,8300,1188791,-216,0.97463597933302,1158638.48050728,0.97463597933302
"Kentucky","Ballard",2001,8218,36302,-82,0.990120481927711,35943.3537349398,0.990120481927711
"Kentucky","Ballard",2002,8151,2867,-67,0.991847164760282,2843.62582136773,0.991847164760282
"Kentucky","Ballard",2011,8269,1795579,118,1.01447675131886,1821573.15065636,1.01447675131886
"Kentucky","Ballard",2013,8252,120544,-17,0.997944128673358,120296.177046801,0.997944128673358
"Kentucky","Ballard",2016,8046,149481,-206,0.975036354823073,145749.409355308,0.975036354823073
"Kentucky","Ballard",2018,7992,66528,-54,0.993288590604027,66081.5033557047,0.993288590604027
"Kentucky","Ballard",2019,7888,383364,-104,0.986986986986987,378375.279279279,0.986986986986987
"Kentucky","Barren",2010,42116,17633,NA,NA,NA,NA
"Kentucky","Barren",2017,43746,20926,1630,1.03870263082914,21735.8912527306,1.03870263082914
"Kentucky","Bath",1997,10361,3641947,NA,NA,NA,NA
"Kentucky","Bath",1998,10586,62542,225,1.02171605057427,63900.1652350159,1.02171605057427
"Kentucky","Bath",2000,11128,14859,542,1.05119969771396,15619.7763083318,1.05119969771396
"Kentucky","Bath",2001,11287,29042,159,1.01428828181165,29456.9602803738,1.01428828181165
"Kentucky","Bath",2002,11417,14335,130,1.01151767520156,14500.1058740144,1.01151767520156
"Kentucky","Bath",2003,11442,7006,25,1.00218971708855,7021.3411579224,1.00218971708855
"Kentucky","Bath",2004,11466,2913576,24,1.00209753539591,2919687.32878867,1.00209753539591
"Kentucky","Bath",2007,11514,1240,48,1.00418628990058,1245.19099947671,1.00418628990058
"Kentucky","Bath",2010,11618,11755,104,1.00903248219559,11861.1768282091,1.00903248219559
"Kentucky","Bath",2011,11715,2272,97,1.00834911344465,2290.96918574626,1.00834911344465
"Kentucky","Bath",2014,12130,1077,415,1.03542466922749,1115.152368758,1.03542466922749
"Kentucky","Bath",2015,12203,6474,73,1.00601813685078,6512.96141797197,1.00601813685078
"Kentucky","Bath",2018,12444,21493,241,1.01974924198967,21917.4704580841,1.01974924198967
"Kentucky","Bath",2019,12500,14220,56,1.00450016072003,14283.9922854388,1.00450016072003
"Kentucky","Bell",1996,30043,56612,NA,NA,NA,NA
"Kentucky","Bell",1997,29779,23751,-264,0.991212595280099,23542.2903504976,0.991212595280099
"Kentucky","Bell",1998,29155,101630,-624,0.979045636186574,99500.4080056416,0.979045636186574
"Kentucky","Bell",2002,29784,38004009,629,1.02157434402332,38823920.5644315,1.02157434402332
"Kentucky","Bell",2003,29579,1583448,-205,0.993117109857642,1572549.30136986,0.993117109857642
"Kentucky","Bell",2009,28972,5976,-607,0.97947868420163,5853.36461678894,0.97947868420163
"Kentucky","Bell",2010,28709,5877,-263,0.990922269777716,5823.65017948364,0.990922269777716
"Kentucky","Bell",2011,28658,1136443,-51,0.998223553589467,1134424.16991187,0.998223553589467
"Kentucky","Bell",2013,28031,1095,-627,0.978121292483774,1071.04281526973,0.978121292483774
"Kentucky","Bell",2015,27370,11869,-661,0.976418964717634,11589.1166922336,0.976418964717634
"Kentucky","Bell",2016,27204,5443,-166,0.993934965290464,5409.988016076,0.993934965290464
"Kentucky","Bell",2018,26487,123846,-717,0.973643581826202,120581.863034848,0.973643581826202
"Kentucky","Bell",2019,26032,5044,-455,0.982821761618907,4957.35296560577,0.982821761618907
"Kentucky","Boone",1996,72830,3286759,NA,NA,NA,NA
"Kentucky","Boone",1997,76117,47503,3287,1.04513250034327,49646.9291638061,1.04513250034327
"Kentucky","Boone",1998,79761,7817,3644,1.04787366816874,8191.22846407504,1.04787366816874
"Kentucky","Boone",2000,87006,37147,7245,1.0908338661752,40521.2056268101,1.0908338661752
"Kentucky","Boone",2001,90251,7260,3245,1.03729627841758,7530.77098131163,1.03729627841758
"Kentucky","Boone",2002,93362,2867,3111,1.03447053218247,2965.82701576714,1.03447053218247
"Kentucky","Boone",2008,115999,13095,22637,1.24246481437844,16270.0767442857,1.24246481437844
"Kentucky","Boone",2009,118576,74108,2577,1.02221570875611,75754.3617444978,1.02221570875611
"Kentucky","Boone",2010,119373,4701,797,1.00672142760761,4732.59743118338,1.00672142760761
"Kentucky","Boone",2011,121710,2272,2337,1.01957729134729,2316.47960594104,1.01957729134729
"Kentucky","Boone",2012,123412,1112,1702,1.01398406047161,1127.55027524443,1.01398406047161
"Kentucky","Boone",2013,125022,1095,1610,1.01304573299193,1109.28507762616,1.01304573299193
"Kentucky","Boone",2016,129503,10677,4481,1.03584169186223,11059.6817440131,1.03584169186223
"Kentucky","Boone",2017,130952,52315,1449,1.01118892998618,52900.3488722269,1.01118892998618
"Kentucky","Boone",2018,131901,3070,949,1.00724693017289,3092.24807563077,1.00724693017289
"Kentucky","Boone",2019,133581,20176,1680,1.01273682534628,20432.9781881866,1.01273682534628
"Kentucky","Bourbon",1997,19327,5542094,NA,NA,NA,NA
"Kentucky","Bourbon",2006,19566,127603,239,1.01236611993584,129180.954002173,1.01236611993584
"Kentucky","Bourbon",2008,19732,130961,166,1.00848410508024,132072.086885413,1.00848410508024
"Kentucky","Bourbon",2009,19729,5976,-3,0.999847962700182,5975.09142509629,0.999847962700183
"Kentucky","Bourbon",2010,19965,293898,236,1.01196208626894,297413.63323027,1.01196208626894
"Kentucky","Bourbon",2018,20116,15353,151,1.00756323566241,15469.118357125,1.00756323566241
"Kentucky","Boyd",1996,50049,4892937,NA,NA,NA,NA
"Kentucky","Boyd",1997,49759,2866052,-290,0.994205678435134,2849445.17309037,0.994205678435134
"Kentucky","Boyd",1998,49514,31269,-245,0.99507626760988,31115.0398118933,0.99507626760988
"Kentucky","Boyd",2000,49662,1211079,148,1.002989053601,1214698.98004605,1.002989053601
"Kentucky","Boyd",2001,49565,312200,-97,0.998046796343281,311590.209818372,0.998046796343281
"Kentucky","Boyd",2002,49440,1433572,-125,0.997478059114294,1429956.6161606,0.997478059114294
"Kentucky","Boyd",2003,49495,665607,55,1.00111245954693,666347.460861651,1.00111245954693
"Kentucky","Boyd",2004,49193,437306,-302,0.993898373573088,434637.722153753,0.993898373573088
"Kentucky","Boyd",2005,48931,2638,-262,0.994674038989287,2623.95011485374,0.994674038989287
"Kentucky","Boyd",2006,48747,44660,-184,0.996239602705851,44492.0606568433,0.996239602705851
"Kentucky","Boyd",2007,48565,18600,-182,0.996266436908938,18530.5557265062,0.996266436908938
"Kentucky","Boyd",2009,48527,89648,-38,0.999217543498404,89577.8543395449,0.999217543498404
"Kentucky","Boyd",2010,49602,730042,1075,1.0221526160694,746214.34014054,1.0221526160694
"Kentucky","Boyd",2011,49407,1585337,-195,0.99606870690698,1579104.57560179,0.99606870690698
"Kentucky","Boyd",2013,48880,5479,-527,0.989333495253709,5420.55822049507,0.989333495253709
"Kentucky","Boyd",2014,48798,285567,-82,0.998322422258592,285087.939157119,0.998322422258592
"Kentucky","Boyd",2015,48471,151125,-327,0.993298905692856,150112.297122833,0.993298905692856
"Kentucky","Boyd",2016,48121,85417,-350,0.992779187555445,84800.2198634235,0.992779187555446
"Kentucky","Boyd",2017,47808,138111,-313,0.993495563267596,137212.665738451,0.993495563267596
"Kentucky","Boyd",2018,47292,5116,-516,0.989206827309237,5060.78212851406,0.989206827309237
"Kentucky","Boyd",2019,46718,12104,-574,0.987862640615749,11957.089402013,0.987862640615749
"Kentucky","Boyle",1996,26848,808750,NA,NA,NA,NA
"Kentucky","Boyle",2009,29263,23906,2415,1.08995083432658,26056.3646454112,1.08995083432658
"Kentucky","Boyle",2010,28674,29389,-589,0.979872193555001,28797.4638963879,0.979872193555001
"Kentucky","Boyle",2013,29632,2191,958,1.03341005789217,2264.20143684174,1.03341005789217
"Kentucky","Boyle",2015,29782,21589,150,1.0050620950324,21698.2855696544,1.0050620950324
"Kentucky","Boyle",2018,30082,20470,300,1.01007319857632,20676.1983748573,1.01007319857632
"Kentucky","Bracken",1996,8252,40437,NA,NA,NA,NA
"Kentucky","Bracken",1997,8348,1583455,96,1.01163354338342,1601876.1924382,1.01163354338342
"Kentucky","Bracken",1998,8419,7817,71,1.00850503114518,7883.48382846191,1.00850503114518
"Kentucky","Bracken",2000,8277,14859,-142,0.983133388763511,14608.379023637,0.983133388763511
"Kentucky","Bracken",2008,8637,8333,360,1.04349401957231,8695.43566509605,1.04349401957231
"Kentucky","Bracken",2010,8513,2351,-124,0.985643163135348,2317.2470765312,0.985643163135348
"Kentucky","Bracken",2011,8510,7952,-3,0.999647597791613,7949.19769763891,0.999647597791613
"Kentucky","Bracken",2012,8462,247063,-48,0.994359576968273,245669.460164512,0.994359576968273
"Kentucky","Bracken",2017,8285,261579,-177,0.979082959111321,256107.54136138,0.979082959111321
"Kentucky","Breathitt",1997,15661,305606,NA,NA,NA,NA
"Kentucky","Breathitt",1998,15728,333034,67,1.00427814315816,334458.767128536,1.00427814315816
"Kentucky","Breathitt",1999,15771,1533,43,1.00273397761953,1537.19118769074,1.00273397761953
"Kentucky","Breathitt",2000,16061,7429,290,1.01838818083825,7565.60579544734,1.01838818083825
"Kentucky","Breathitt",2001,15912,58084,-149,0.990722869061702,57545.1471265799,0.990722869061702
"Kentucky","Breathitt",2002,15772,21503,-140,0.991201608848668,21313.8081950729,0.991201608848668
"Kentucky","Breathitt",2003,15689,2452243,-83,0.994737509510525,2439338.09453462,0.994737509510525
"Kentucky","Breathitt",2004,15746,5494386,57,1.00363311874562,5514347.75677226,1.00363311874562
"Kentucky","Breathitt",2005,15729,395831,-17,0.998920360726534,395403.645306745,0.998920360726534
"Kentucky","Breathitt",2009,15575,1318430,-154,0.990209167779261,1305521.47307521,0.990209167779261
"Kentucky","Breathitt",2010,13857,5877,-1718,0.889695024077047,5228.7376565008,0.889695024077047
"Kentucky","Breathitt",2012,13612,1112,-245,0.982319405354694,1092.33917875442,0.982319405354694
"Kentucky","Breathitt",2013,13527,88762,-85,0.993755509844255,88207.7265647958,0.993755509844255
"Kentucky","Breathitt",2014,13366,7539,-161,0.988097878317439,7449.26990463517,0.988097878317439
"Kentucky","Breathitt",2015,13363,12948,-3,0.999775549902738,12945.0938201407,0.999775549902738
"Kentucky","Breathitt",2016,13177,23487,-186,0.986080969842101,23160.0837386814,0.986080969842101
"Kentucky","Breathitt",2018,12787,10235,-390,0.970402974880474,9932.07444790165,0.970402974880474
"Kentucky","Breathitt",2019,12630,1008,-157,0.987721905059826,995.623680300305,0.987721905059826
"Kentucky","Breckinridge",1997,17307,1583455,NA,NA,NA,NA
"Kentucky","Breckinridge",2006,18957,12760,1650,1.09533714681921,13976.5019934131,1.09533714681921
"Kentucky","Breckinridge",2019,20477,10088,1520,1.08018146331171,10896.8706018885,1.08018146331171
"Kentucky","Bullitt",1997,57897,23751835,NA,NA,NA,NA
"Kentucky","Bullitt",2015,78677,1079484,20780,1.35891324248234,1466925.10264781,1.35891324248234
"Kentucky","Bullitt",2018,81009,488227,2332,1.02964017438387,502698.133418915,1.02964017438387
"Kentucky","Butler",1997,11780,1583455,NA,NA,NA,NA
"Kentucky","Butler",2009,13329,26296,1549,1.13149405772496,29753.7677419355,1.13149405772496
"Kentucky","Butler",2010,12735,205728,-594,0.955435516542876,196559.837947333,0.955435516542876
"Kentucky","Butler",2015,12734,80961,-1,0.999921476246565,80954.6426383981,0.999921476246565
"Kentucky","Butler",2018,12743,20470,9,1.0007067692791,20484.4675671431,1.0007067692791
"Kentucky","Caldwell",1996,13254,40437,NA,NA,NA,NA
"Kentucky","Caldwell",1997,13346,158345,92,1.0069413007394,159444.12026558,1.0069413007394
"Kentucky","Caldwell",2000,13039,7429,-307,0.97699685298966,7258.10962086018,0.97699685298966
"Kentucky","Caldwell",2005,12769,131943,-270,0.979292890559092,129210.841859038,0.979292890559092
"Kentucky","Caldwell",2008,12884,119056,115,1.0090061868588,120128.240582661,1.0090061868588
"Kentucky","Caldwell",2010,13010,111680,126,1.00977957156163,112772.182552002,1.00977957156163
"Kentucky","Caldwell",2011,13027,397754,17,1.00130668716372,398273.740046118,1.00130668716372
"Kentucky","Caldwell",2015,12748,89596,-279,0.978582943118139,87677.1173716128,0.978582943118139
"Kentucky","Caldwell",2016,12634,32031,-114,0.991057420771886,31744.5602447443,0.991057420771886
"Kentucky","Caldwell",2018,12716,204707,82,1.00649042266899,206035.634953301,1.00649042266899
"Kentucky","Calloway",1997,33181,237517,NA,NA,NA,NA
"Kentucky","Calloway",1998,33422,125084,241,1.00726319279106,125992.509207076,1.00726319279106
"Kentucky","Calloway",1999,33293,4600,-129,0.996140266890072,4582.24522769433,0.996140266890072
"Kentucky","Calloway",2000,34171,7429,878,1.02637191001111,7624.91691947256,1.02637191001111
"Kentucky","Calloway",2001,34396,181512,225,1.00658453074244,182707.171344122,1.00658453074244
"Kentucky","Calloway",2002,34404,1433,8,1.00023258518432,1433.33329456914,1.00023258518432
"Kentucky","Calloway",2006,35988,146742,1584,1.04604115800488,153498.171607953,1.04604115800488
"Kentucky","Calloway",2007,36161,12400,173,1.00480715794154,12459.608758475,1.00480715794154
"Kentucky","Calloway",2008,36204,23811,43,1.0011891264069,23839.3142888748,1.0011891264069
"Kentucky","Calloway",2009,36348,35859,144,1.00397746105403,36001.6277759364,1.00397746105403
"Kentucky","Calloway",2010,37348,70534,1000,1.02751183008694,72474.519423352,1.02751183008694
"Kentucky","Calloway",2011,37667,56821,319,1.0085412873514,57306.3244885938,1.0085412873514
"Kentucky","Calloway",2013,38425,76709,758,1.02012371571933,78252.6701091141,1.02012371571933
"Kentucky","Calloway",2015,38656,26987,231,1.00601171112557,27149.2380481457,1.00601171112557
"Kentucky","Calloway",2016,38733,45911,77,1.00199192880795,46002.4514435017,1.00199192880795
"Kentucky","Calloway",2017,38832,104631,99,1.00255596003408,104898.432654326,1.00255596003408
"Kentucky","Calloway",2018,38964,10235,132,1.00339925834363,10269.7914091471,1.00339925834363
"Kentucky","Calloway",2019,39001,60530,37,1.00094959449748,60587.4789549328,1.00094959449748
"Kentucky","Campbell",1996,87089,32350,NA,NA,NA,NA
"Kentucky","Campbell",1997,87517,31668,428,1.00491451273984,31823.6327894453,1.00491451273984
"Kentucky","Campbell",1998,87301,15635,-216,0.997531908086429,15596.4113829313,0.997531908086429
"Kentucky","Campbell",2000,88659,37148,1358,1.01555537737254,37725.8511586351,1.01555537737254
"Kentucky","Campbell",2001,88689,7260,30,1.00033837512266,7262.45660339052,1.00033837512266
"Kentucky","Campbell",2002,88292,2867,-397,0.995523683884134,2854.16640169581,0.995523683884134
"Kentucky","Campbell",2003,87774,70064,-518,0.994133103791963,69652.9417840801,0.994133103791963
"Kentucky","Campbell",2008,87413,30952,-361,0.995887164764053,30824.699523777,0.995887164764053
"Kentucky","Campbell",2009,88423,14343,1010,1.01155434546349,14508.7239769828,1.01155434546349
"Kentucky","Campbell",2010,90623,9402,2200,1.02488040441966,9635.92556235369,1.02488040441966
"Kentucky","Campbell",2011,91241,2272,618,1.00681946084327,2287.49381503592,1.00681946084327
"Kentucky","Campbell",2012,91246,1112,5,1.00005479992547,1112.06093751713,1.00005479992547
"Kentucky","Campbell",2013,91423,59175,177,1.00193981106021,59289.788319488,1.00193981106021
"Kentucky","Campbell",2016,92257,54453,834,1.00912243089813,54949.743729696,1.00912243089813
"Kentucky","Campbell",2018,93464,10235,1207,1.01308301809077,10368.904690159,1.01308301809077
"Kentucky","Carlisle",1996,5346,11322,NA,NA,NA,NA
"Kentucky","Carlisle",1998,5337,15635,-9,0.998316498316498,15608.6784511785,0.998316498316498
"Kentucky","Carlisle",2000,5342,594395,5,1.00093685591156,594951.862469552,1.00093685591156
"Kentucky","Carlisle",2004,5290,6832,-52,0.990265818045676,6765.49606888806,0.990265818045676
"Kentucky","Carlisle",2006,5255,82941,-35,0.993383742911153,82392.241020794,0.993383742911153
"Kentucky","Carlisle",2008,5156,119056,-99,0.98116079923882,116813.080114177,0.98116079923882
"Kentucky","Carlisle",2009,5209,23906,53,1.01027928626843,24151.736617533,1.01027928626843
"Kentucky","Carlisle",2010,5083,23511,-126,0.975811096179689,22942.2946822807,0.975811096179689
"Kentucky","Carlisle",2011,5034,375026,-49,0.990360023608105,371410.758213653,0.990360023608105
"Kentucky","Carlisle",2016,4783,10677,-251,0.950139054429877,10144.6346841478,0.950139054429877
"Kentucky","Carroll",1996,9486,77639,NA,NA,NA,NA
"Kentucky","Carroll",1997,9596,791727,110,1.01159603626397,800907.895003163,1.01159603626397
"Kentucky","Carroll",2000,10162,96587,566,1.05898290954564,102283.982284285,1.05898290954564
"Kentucky","Carroll",2003,10310,28025,148,1.01456406219248,28433.1578429443,1.01456406219248
"Kentucky","Carroll",2008,10636,5952,326,1.03161978661494,6140.20096993211,1.03161978661494
"Kentucky","Carroll",2009,10703,13148,67,1.0062993606619,13230.8239939827,1.0062993606619
"Kentucky","Carroll",2010,10806,4701,103,1.00962347005512,4746.23993272914,1.00962347005512
"Kentucky","Carroll",2013,10838,2190,32,1.00296131778641,2196.48528595225,1.00296131778641
"Kentucky","Carroll",2014,10738,108838,-100,0.990773205388448,107833.774128068,0.990773205388448
"Kentucky","Carroll",2015,10682,29145,-56,0.994784876140808,28993.0052151239,0.994784876140808
"Kentucky","Carter",1996,26250,865362,NA,NA,NA,NA
"Kentucky","Carter",1997,26537,5953791,287,1.01093333333333,6018885.7816,1.01093333333333
"Kentucky","Carter",1998,26900,23452,363,1.01367901420658,23772.8002411727,1.01367901420658
"Kentucky","Carter",2000,26867,225869,-33,0.998773234200743,225591.911635688,0.998773234200743
"Kentucky","Carter",2001,26908,384807,41,1.00152603565713,385394.229203112,1.00152603565713
"Kentucky","Carter",2002,27094,1441455,186,1.00691244239631,1451418.97465438,1.00691244239631
"Kentucky","Carter",2003,27231,1961792,137,1.00505647006717,1971711.74252602,1.00505647006717
"Kentucky","Carter",2004,27168,602664,-63,0.997686460284235,601269.712900738,0.997686460284235
"Kentucky","Carter",2006,27367,53593,199,1.00732479387515,53985.5576781508,1.00732479387515
"Kentucky","Carter",2009,26771,17929,-596,0.978221946139511,17538.5412723353,0.978221946139511
"Kentucky","Carter",2010,27746,17692690,975,1.03642000672369,18337057.8887602,1.03642000672369
"Kentucky","Carter",2011,27627,46593,-119,0.995711093490954,46393.166979024,0.995711093490954
"Kentucky","Carter",2012,27637,345000,10,1.00036196474463,345124.877836899,1.00036196474463
"Kentucky","Carter",2013,27600,5479,-37,0.998661215037812,5471.66479719217,0.998661215037812
"Kentucky","Carter",2014,27517,26940,-83,0.996992753623188,26858.9847826087,0.996992753623188
"Kentucky","Carter",2015,27439,2045619,-78,0.997165388668823,2039820.46520333,0.997165388668823
"Kentucky","Carter",2017,27214,2513249,-225,0.991799992711105,2492640.33988119,0.991799992711105
"Kentucky","Carter",2018,27040,156598,-174,0.993606232086426,155596.74873227,0.993606232086426
"Kentucky","Carter",2019,26797,12105,-243,0.991013313609467,11996.2161612426,0.991013313609468
"Kentucky","Casey",1996,14457,32350,NA,NA,NA,NA
"Kentucky","Casey",1997,14529,791727,72,1.00498028636647,795670.027184063,1.00498028636647
"Kentucky","Casey",2004,16003,68329,1474,1.10145226787804,75261.1320118384,1.10145226787804
"Kentucky","Casey",2013,16011,10958,8,1.00049990626757,10963.4779728801,1.00049990626758
"Kentucky","Casey",2017,15818,94167,-193,0.987945787271251,93031.8909499719,0.987945787271251
"Kentucky","Casey",2019,16159,25220,341,1.02155771905424,25763.685674548,1.02155771905424
"Kentucky","Christian",1997,73283,63338228,NA,NA,NA,NA
"Kentucky","Christian",1998,72436,312710,-847,0.988442067055115,309095.718788805,0.988442067055115
"Kentucky","Christian",1999,71941,76680,-495,0.993166381357336,76155.9981224805,0.993166381357336
"Kentucky","Christian",2000,72414,37149,473,1.00657483215413,37393.2484396936,1.00657483215413
"Kentucky","Christian",2001,74763,14521,2349,1.0324384787472,14992.0391498881,1.0324384787472
"Kentucky","Christian",2005,78098,6201362,3335,1.04460762676725,6477990.04154461,1.04460762676725
"Kentucky","Christian",2006,78459,127602,361,1.00462239750058,128191.827165869,1.00462239750058
"Kentucky","Christian",2008,79690,29764,1231,1.01568972329497,30230.9889241515,1.01568972329497
"Kentucky","Christian",2010,74130,50548,-5560,0.930229639854436,47021.247835362,0.930229639854436
"Kentucky","Christian",2011,73464,34093,-666,0.991015783083772,33786.701092675,0.991015783083772
"Kentucky","Christian",2015,73075,3238,-389,0.994704889469672,3220.8544321028,0.994704889469672
"Kentucky","Christian",2016,71796,118516,-1279,0.982497434143004,116441.665904892,0.982497434143004
"Kentucky","Christian",2019,70461,5044,-1335,0.981405649339796,4950.21009526993,0.981405649339796
"Kentucky","Clark",1997,31642,791727,NA,NA,NA,NA
"Kentucky","Clark",2003,33825,7006,2183,1.06899058213767,7489.34801845648,1.06899058213767
"Kentucky","Clark",2008,35767,8333,1942,1.05741315594974,8811.42382852919,1.05741315594974
"Kentucky","Clark",2010,35603,117559,-164,0.995414767802723,117019.96468812,0.995414767802723
"Kentucky","Clay",1996,22589,16175,NA,NA,NA,NA
"Kentucky","Clay",1998,22760,3048935,171,1.00757005622206,3072015.60936739,1.00757005622205
"Kentucky","Clay",2001,24480,72605,1720,1.07557117750439,78091.8453427065,1.07557117750439
"Kentucky","Clay",2002,24488,14335,8,1.00032679738562,14339.6846405229,1.00032679738562
"Kentucky","Clay",2003,24300,175159,-188,0.992322770336491,173814.264129369,0.992322770336491
"Kentucky","Clay",2004,24118,6832,-182,0.992510288065844,6780.83028806584,0.992510288065844
"Kentucky","Clay",2010,21660,1175,-2458,0.898084418276806,1055.24919147525,0.898084418276806
"Kentucky","Clay",2013,21186,1095,-474,0.978116343490305,1071.03739612188,0.978116343490305
"Kentucky","Clay",2014,21081,2154,-105,0.995043896913056,2143.32455395072,0.995043896913056
"Kentucky","Clay",2015,20974,3237,-107,0.994924339452588,3220.57008680803,0.994924339452588
"Kentucky","Clay",2016,20626,21897,-348,0.983408028988271,21533.6856107562,0.983408028988271
"Kentucky","Clay",2019,19901,95941,-725,0.964850189081741,92568.6919906914,0.964850189081741
"Kentucky","Clinton",2010,10244,117559,NA,NA,NA,NA
"Kentucky","Crittenden",1997,9421,15834,NA,NA,NA,NA
